id,Agency,Commendation_or_Complaint,Subject_Matter,Subject_Detail,Issue_Detail,Year,Quarter,Branch_Line_Route
subway_A,Subways,Complaint,Trains,"Doors (Train, Bus, Facility)",Open En Route,2017.0,4.0,A
subway_D,Subways,Complaint,Trains,"Doors (Train, Bus, Facility)",Open En Route,2017.0,4.0,D
subway_C,Subways,Complaint,Trains,"Doors (Train, Bus, Facility)",Open En Route,2017.0,4.0,C
subway_E,Subways,Complaint,Trains,"Doors (Train, Bus, Facility)",Open En Route,2017.0,4.0,E
subway_6,Subways,Complaint,Trains,"Doors (Train, Bus, Facility)",Open En Route,2017.0,4.0,6
subway_J,Subways,Complaint,Trains,"Doors (Train, Bus, Facility)",Open En Route,2017.0,4.0,J
subway_J,Subways,Complaint,Trains,"Doors (Train, Bus, Facility)",Open En Route,2017.0,4.0,J
subway_1,Subways,Complaint,Trains,"Doors (Train, Bus, Facility)",Open En Route,2017.0,4.0,1
subway_6,Subways,Complaint,Trains,"Doors (Train, Bus, Facility)",Open Off Platform,2017.0,4.0,6
subway_Z,Subways,Complaint,Trains,"Doors (Train, Bus, Facility)",Open Off Platform,2017.0,4.0,Z
subway_Z,Subways,Complaint,Trains,"Doors (Train, Bus, Facility)",Open Off Platform,2017.0,4.0,Z
subway_R,Subways,Complaint,Trains,"Doors (Train, Bus, Facility)",Open Off Platform,2017.0,4.0,R
subway_7,Subways,Complaint,Trains,"Doors (Train, Bus, Facility)",Open Off Platform,2017.0,4.0,7
subway_A,Subways,Complaint,Trains,"Doors (Train, Bus, Facility)",Open Off Platform,2017.0,4.0,A
subway_A,Subways,Complaint,Trains,"Doors (Train, Bus, Facility)",Open Off Platform,2017.0,4.0,A
subway_A,Subways,Complaint,Trains,"Doors (Train, Bus, Facility)",Open Off Platform,2017.0,4.0,A
subway_B,Subways,Complaint,Trains,"Doors (Train, Bus, Facility)",Other,2017.0,4.0,B
subway_2,Subways,Complaint,Trains,"Doors (Train, Bus, Facility)",Other,2017.0,4.0,2
subway_4,Subways,Complaint,Trains,"Doors (Train, Bus, Facility)",Other,2017.0,4.0,4
subway_R,Subways,Complaint,Trains,"Doors (Train, Bus, Facility)",Other,2017.0,4.0,R
subway_F,Subways,Complaint,Trains,"Doors (Train, Bus, Facility)",Other,2017.0,4.0,F
subway_N,Subways,Complaint,Trains,"Doors (Train, Bus, Facility)",Other,2017.0,4.0,N
subway_7,Subways,Complaint,Trains,Horn / Whistle,Noise,2017.0,4.0,7
subway_N,Subways,Complaint,Trains,Horn / Whistle,Noise,2017.0,4.0,N
subway_N,Subways,Complaint,Trains,Horn / Whistle,Noise,2017.0,4.0,N
subway_B,Subways,Complaint,Trains,Horn / Whistle,Noise,2017.0,4.0,B
subway_N,Subways,Complaint,Trains,Horn / Whistle,Noise,2017.0,4.0,N
subway_N,Subways,Complaint,Trains,Horn / Whistle,Noise,2017.0,4.0,N
subway_N,Subways,Complaint,Trains,Horn / Whistle,Noise,2017.0,4.0,N
subway_B,Subways,Complaint,Trains,Horn / Whistle,Noise,2017.0,4.0,B
subway_F,Subways,Complaint,Trains,Horn / Whistle,Noise,2017.0,4.0,F
subway_G,Subways,Complaint,Trains,Lighting,Improper Function/Needs Repair/Damaged,2017.0,4.0,G
subway_A,Subways,Complaint,Trains,Lighting,Improper Function/Needs Repair/Damaged,2017.0,4.0,A
subway_2,Subways,Complaint,Trains,Lighting,Improper Function/Needs Repair/Damaged,2017.0,4.0,2
subway_E,Subways,Complaint,Trains,Lighting,Improper Function/Needs Repair/Damaged,2017.0,4.0,E
subway_3,Subways,Complaint,Trains,Lighting,Improper Function/Needs Repair/Damaged,2017.0,4.0,3
subway_1,Subways,Complaint,Trains,Lighting,Improper Function/Needs Repair/Damaged,2017.0,4.0,1
subway_F,Subways,Complaint,Trains,Lighting,Improper Function/Needs Repair/Damaged,2017.0,4.0,F
subway_D,Subways,Complaint,Trains,Lighting,Improper Function/Needs Repair/Damaged,2017.0,4.0,D
subway_R,Subways,Complaint,Trains,Lighting,Not Working / Out of Service,2017.0,4.0,R
subway_A,Subways,Complaint,Trains,Lighting,Not Working / Out of Service,2017.0,4.0,A
subway_F,Subways,Complaint,Trains,Lighting,Not Working / Out of Service,2017.0,4.0,F
subway_R,Subways,Complaint,Trains,Lighting,Not Working / Out of Service,2017.0,4.0,R
subway_1,Subways,Complaint,Trains,Lighting,Not Working / Out of Service,2017.0,4.0,1
subway_R,Subways,Complaint,Trains,Lighting,Not Working / Out of Service,2017.0,4.0,R
subway_S,Subways,Complaint,Trains,MTA Maps,Incorrect Information Displayed,2017.0,4.0,S (Franklin Ave)
subway_7,Subways,Complaint,Trains,MTA Maps,Other,2017.0,4.0,7
subway_A,Subways,Complaint,Trains,MTA Maps,Other,2017.0,4.0,A
subway_R,Subways,Complaint,Trains,Public Address System,Improper Function/Needs Repair/Damaged,2017.0,4.0,R
subway_W,Subways,Complaint,Trains,Public Address System,Improper Function/Needs Repair/Damaged,2017.0,4.0,W
subway_F,Subways,Complaint,Trains,Public Address System,Improper Function/Needs Repair/Damaged,2017.0,4.0,F
subway_W,Subways,Complaint,Trains,Public Address System,Improper Function/Needs Repair/Damaged,2017.0,4.0,W
subway_L,Subways,Complaint,Trains,Public Address System,Improper Function/Needs Repair/Damaged,2017.0,4.0,L
subway_F,Subways,Complaint,Trains,Public Address System,Improper Function/Needs Repair/Damaged,2017.0,4.0,F
subway_E,Subways,Complaint,Trains,Public Address System,Improper Function/Needs Repair/Damaged,2017.0,4.0,E
subway_1,Subways,Complaint,Trains,Public Address System,Improper Function/Needs Repair/Damaged,2017.0,4.0,1
subway_R,Subways,Complaint,Trains,Public Address System,Improper Function/Needs Repair/Damaged,2017.0,4.0,R
subway_7,Subways,Complaint,Trains,Public Address System,Improper Function/Needs Repair/Damaged,2017.0,4.0,7
subway_C,Subways,Complaint,Trains,Public Address System,Improper Function/Needs Repair/Damaged,2017.0,4.0,C
subway_F,Subways,Complaint,Trains,Public Address System,Improper Function/Needs Repair/Damaged,2017.0,4.0,F
subway_N,Subways,Complaint,Trains,Public Address System,Improper Function/Needs Repair/Damaged,2017.0,4.0,N
subway_Q,Subways,Complaint,Trains,Public Address System,Improper Function/Needs Repair/Damaged,2017.0,4.0,Q
subway_F,Subways,Complaint,Trains,Public Address System,Improper Function/Needs Repair/Damaged,2017.0,4.0,F
subway_3,Subways,Complaint,Trains,Public Address System,Improper Function/Needs Repair/Damaged,2017.0,4.0,3
subway_R,Subways,Complaint,Trains,Public Address System,Improper Function/Needs Repair/Damaged,2017.0,4.0,R
subway_7,Subways,Complaint,Trains,Public Address System,Improper Function/Needs Repair/Damaged,2017.0,4.0,7
subway_D,Subways,Complaint,Trains,Public Address System,Improper Function/Needs Repair/Damaged,2017.0,4.0,D
subway_6,Subways,Complaint,Trains,Public Address System,Improper Function/Needs Repair/Damaged,2017.0,4.0,6
subway_6,Subways,Complaint,Trains,Public Address System,Improper Function/Needs Repair/Damaged,2017.0,4.0,6
subway_N,Subways,Complaint,Trains,Public Address System,Improper Function/Needs Repair/Damaged,2017.0,4.0,N
subway_F,Subways,Complaint,Trains,Public Address System,Not Working / Out of Service,2017.0,4.0,F
subway_E,Subways,Complaint,Trains,Public Address System,Not Working / Out of Service,2017.0,4.0,E
subway_5,Subways,Complaint,Trains,Public Address System,Not Working / Out of Service,2017.0,4.0,5
subway_C,Subways,Complaint,Trains,Public Address System,Not Working / Out of Service,2017.0,4.0,C
subway_4,Subways,Complaint,Trains,Public Address System,Not Working / Out of Service,2017.0,4.0,4
subway_6,Subways,Complaint,Trains,Public Address System,Not Working / Out of Service,2017.0,4.0,6
subway_D,Subways,Complaint,Trains,Public Address System,Not Working / Out of Service,2017.0,4.0,D
subway_6,Subways,Complaint,Trains,Public Address System,Not Working / Out of Service,2017.0,4.0,6
subway_6,Subways,Complaint,Trains,Public Address System,Not Working / Out of Service,2017.0,4.0,6
subway_1,Subways,Complaint,Trains,Public Address System,Not Working / Out of Service,2017.0,4.0,1
subway_Q,Subways,Complaint,Trains,Public Address System,Not Working / Out of Service,2017.0,4.0,Q
subway_E,Subways,Complaint,Trains,Public Address System,Not Working / Out of Service,2017.0,4.0,E
subway_N,Subways,Complaint,Trains,Public Address System,Not Working / Out of Service,2017.0,4.0,N
subway_R,Subways,Complaint,Trains,Public Address System,Not Working / Out of Service,2017.0,4.0,R
subway_E,Subways,Complaint,Trains,Public Address System,Not Working / Out of Service,2017.0,4.0,E
subway_N,Subways,Complaint,Trains,Public Address System,Not Working / Out of Service,2017.0,4.0,N
subway_C,Subways,Complaint,Trains,Public Address System,Not Working / Out of Service,2017.0,4.0,C
subway_G,Subways,Complaint,Trains,Public Address System,Not Working / Out of Service,2017.0,4.0,G
subway_B,Subways,Complaint,Trains,Public Address System,Not Working / Out of Service,2017.0,4.0,B
subway_A,Subways,Complaint,Trains,Public Address System,Not Working / Out of Service,2017.0,4.0,A
subway_N,Subways,Complaint,Trains,Public Address System,Not Working / Out of Service,2017.0,4.0,N
subway_D,Subways,Complaint,Trains,Public Address System,Not Working / Out of Service,2017.0,4.0,D
subway_E,Subways,Complaint,Trains,Public Address System,Not Working / Out of Service,2017.0,4.0,E
subway_E,Subways,Complaint,Trains,Public Address System,Not Working / Out of Service,2017.0,4.0,E
subway_N,Subways,Complaint,Trains,Public Address System,Not Working / Out of Service,2017.0,4.0,N
subway_J,Subways,Complaint,Trains,Public Address System,Not Working / Out of Service,2017.0,4.0,J
subway_Q,Subways,Complaint,Trains,Public Address System,Not Working / Out of Service,2017.0,4.0,Q
subway_C,Subways,Complaint,Trains,Public Address System,Not Working / Out of Service,2017.0,4.0,C
subway_F,Subways,Complaint,Trains,Public Address System,Not Working / Out of Service,2017.0,4.0,F
subway_F,Subways,Complaint,Trains,Public Address System,Not Working / Out of Service,2017.0,4.0,F
subway_N,Subways,Complaint,Trains,Public Address System,Not Working / Out of Service,2017.0,4.0,N
subway_Q,Subways,Complaint,Trains,Public Address System,Not Working / Out of Service,2017.0,4.0,Q
subway_N,Subways,Complaint,Trains,Public Address System,Not Working / Out of Service,2017.0,4.0,N
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_6,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,6
subway_A,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,A
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_3,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,3
subway_Q,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,Q
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_A,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,A
subway_6,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,6
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_A,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,A
subway_2,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,2
subway_6,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,6
subway_W,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,W
subway_6,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,6
subway_4,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,4
subway_6,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,6
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_6,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,6
subway_6,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,6
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_5,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,5
subway_6,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,6
subway_6,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,6
subway_2,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,2
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_R,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,R
subway_R,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,R
subway_R,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,R
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_C,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,C
subway_6,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,6
subway_6,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,6
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_6,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,6
subway_D,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,D
subway_2,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,2
subway_F,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,F
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_6,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,6
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_D,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,D
subway_6,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,6
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_W,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,W
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_6,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,6
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_F,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,F
subway_D,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,D
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_A,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,A
subway_6,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,6
subway_J,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,J
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_7,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,7
subway_D,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,D
subway_R,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,R
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_6,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,6
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_6,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,6
subway_6,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,6
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_R,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,R
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_6,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,6
subway_6,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,6
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_W,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,W
subway_Q,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,Q
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_6,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,6
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_6,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,6
subway_4,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,4
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_F,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,F
subway_C,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,C
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_D,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,D
subway_6,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,6
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_4,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,4
subway_B,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,B
subway_B,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,B
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_R,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,R
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_B,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,B
subway_6,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,6
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_6,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,6
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_3,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,3
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_C,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,C
subway_6,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,6
subway_C,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,C
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_3,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,3
subway_R,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,R
subway_4,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,4
subway_F,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,F
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_6,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,6
subway_7,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,7
subway_6,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,6
subway_B,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,B
subway_4,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,4
subway_F,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,F
subway_6,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,6
subway_3,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,3
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_3,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,3
subway_3,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,3
subway_7,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,7
subway_E,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,E
subway_F,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,F
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_6,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,6
subway_6,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,6
subway_5,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,5
subway_B,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,B
subway_2,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,2
subway_A,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,A
subway_5,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,5
subway_4,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,4
subway_Q,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,Q
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,1
subway_D,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,D
subway_4,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,4
subway_4,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,4
subway_F,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,F
subway_B,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,B
subway_D,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,D
subway_D,Subways,Complaint,Trains,Rail / Subway Cars,A/C Not Available,2017.0,4.0,D
subway_5,Subways,Complaint,Trains,Rail / Subway Cars,Accuracy / Correctness - Audio,2017.0,4.0,5
subway_A,Subways,Complaint,Trains,Rail / Subway Cars,Accuracy / Correctness - Audio,2017.0,4.0,A
subway_D,Subways,Complaint,Trains,Rail / Subway Cars,Accuracy / Correctness - Audio,2017.0,4.0,D
subway_1,Subways,Complaint,Trains,Rail / Subway Cars,Accuracy / Correctness - Audio,2017.0,4.0,1
subway_A,Subways,Complaint,Trains,Rail / Subway Cars,Accuracy / Correctness - Audio,2017.0,4.0,A
subway_F,Subways,Complaint,Trains,Rail / Subway Cars,Accuracy / Correctness - Audio,2017.0,4.0,F
subway_7,Subways,Complaint,Trains,Rail / Subway Cars,Accuracy / Correctness - Audio,2017.0,4.0,7
subway_A,Subways,Complaint,Trains,Rail / Subway Cars,Accuracy / Correctness - Visual / Text,2017.0,4.0,A
subway_J,Subways,Complaint,Trains,Rail / Subway Cars,Accuracy / Correctness - Visual / Text,2017.0,4.0,J
subway_4,Subways,Complaint,Trains,Rail / Subway Cars,Accuracy / Correctness - Visual / Text,2017.0,4.0,4
subway_E,Subways,Complaint,Trains,Rail / Subway Cars,Add More / Not Enough,2017.0,4.0,E
subway_Q,Subways,Complaint,Trains,Rail / Subway Cars,Add More / Not Enough,2017.0,4.0,Q
subway_A,Subways,Complaint,Trains,Rail / Subway Cars,Add More / Not Enough,2017.0,4.0,A
subway_G,Subways,Complaint,Trains,Rail / Subway Cars,Add More / Not Enough,2017.0,4.0,G
subway_F,Subways,Complaint,Trains,Rail / Subway Cars,Add More / Not Enough,2017.0,4.0,F
subway_2,Subways,Complaint,Trains,Rail / Subway Cars,Add More / Not Enough,2017.0,4.0,2
subway_A,Subways,Complaint,Trains,Rail / Subway Cars,Add More / Not Enough,2017.0,4.0,A
subway_Q,Subways,Complaint,Trains,Rail / Subway Cars,Add More / Not Enough,2017.0,4.0,Q
subway_G,Subways,Complaint,Trains,Rail / Subway Cars,Add More / Not Enough,2017.0,4.0,G
subway_6,Subways,Complaint,Trains,Rail / Subway Cars,Add More / Not Enough,2017.0,4.0,6
